Unique_ID,RSI_Site,Time,Vehicle_Type ,Vehicle_Occupancy,Origin_Postcode,Origin_Purpose,Destination_Postcode,Destination_Purpose,OriginX,OriginY,DestinationX,DestinationY,BlackcatOrig,BlackCatDest
598,C1,18:00,CAR / TAXI,2,WR11NR,HOME,CB23BJ,VISIT FRIENDS,385260,255687,545091,258327,90017,32772
599,C1,18:00,CAR / TAXI,1,WA143PW,HOME,CB23BJ,VISIT FRIENDS,376273,385961,545091,258327,10003,32772
600,C1,18:30,CAR / TAXI,1,CB89AA,HOME,CB13EZ,PERSONAL BUSINESS,564228,263159,546844,258852,60537,32761
601,C1,18:30,CAR / TAXI,1,ME121RS,WORK,CB58JG,SHOPPING,591104,175161,546851,259257,80235,32761
602,C1,18:30,CAR / TAXI,2,PE296NT,WORK,CB225EF,HOME,522564,272105,546304,250464,32863,33094
603,C1,18:30,CAR / TAXI,2,CB237PX,HOME,CB21HY,VISIT FRIENDS,541497,258817,543900,257662,33152,32771
604,C1,18:30,CAR / TAXI,3,CB237DD,HOME,CB11LY,REC / LEISURE,538658,256553,546249,257025,33316,32712
605,C1,18:30,CAR / TAXI,1,AL71TW,WORK,CB21RF,EDUCATION,524371,213673,545017,258166,60086,32772
606,C1,18:30,CAR / TAXI,2,CB231HQ,HOME,CB21JP,OTHER,537430,253325,544546,257860,33322,32771
607,C1,18:30,CAR / TAXI,2,PE195RS,HOME,CB21HW,WORK,521893,267379,545397,257460,32918,33131
608,C1,18:30,CAR / TAXI,1,PE78FD,WORK,CB39DQ,EDUCATION,518314,295451,543993,257950,60377,32771
609,C1,18:30,CAR / TAXI,1,CB237BU,HOME,CB12JW,OTHER,539368,256293,546184,257248,33317,33132
610,C1,18:30,CAR / TAXI,2,PE12TJ,HOME,CB21HN,VISIT FRIENDS,519296,299135,545219,257620,60360,33131
611,C1,18:30,CAR / TAXI,2,PE293NZ,WORK,CB39AA,REC / LEISURE,523830,271959,544001,258876,32863,32771
612,C1,18:30,CAR / TAXI,1,CB231LS,HOME,CB39AJ,PERSONAL BUSINESS,540765,252363,546171,256810,33091,32712
613,C1,18:30,CAR / TAXI,1,CB101SH,HOME,CB39DN,EDUCATION,549487,243556,545091,258327,60307,32772
614,C1,18:30,CAR / TAXI,2,CB237AB,HOME,CB39BB,REC / LEISURE,540931,255205,543689,257683,33153,32771
615,C1,18:30,CAR / TAXI,1,CB231HN,HOME,CB21JR,OTHER,536322,253559,544056,257121,33321,32771
616,C1,18:30,CAR / TAXI,1,CB237BA,HOME,CB39AA,WORK,540455,255884,544001,258876,33153,32771
617,C1,18:30,CAR / TAXI,1,CB39NF,PERSONAL BUSINESS,CB75GP,HOME,543309,255606,558618,274297,33162,60303
618,C1,18:30,CAR / TAXI,1,CB63WL,HOME,CB39JQ,REC / LEISURE,553204,281125,544246,257193,60303,32771
619,C1,18:30,CAR / TAXI,1,CB246DR,HOME,CB39JF,REC / LEISURE,547628,263017,544383,257313,32961,32771
620,C1,18:30,CAR / TAXI,1,WD61HD,WORK,CB39HE,HOME,519672,196602,544370,257669,60021,32771
621,C1,18:30,CAR / TAXI,1,LU74RW,WORK,CB39JH,HOME,494203,224615,544402,257204,60206,32771
622,C1,18:30,LGV,1,NN12EA,WORK,CB21RY,WORK,475417,260633,545927,257015,65065,33132
623,C2,7:00,CAR / TAXI,1,PE285RN,HOME,CB30EX,WORK,516830,283919,542683,259323,60292,32752
624,C2,7:00,CAR / TAXI,1,CB235JT,HOME,CB58RX,WORK,531747,258933,545832,254188,33283,33111
625,C2,7:00,CAR / TAXI,1,PE197GY,WORK,CB13EW,WORK,517061,260425,546920,258838,33202,32711
626,C2,7:00,CAR / TAXI,1,CB237EJ,HOME,CB30ES,WORK,537885,255931,544356,254570,13311,33121
627,C2,7:00,CAR / TAXI,1,CB237QJ,HOME,CB30EX,WORK,537410,259607,542683,259323,33332,32752
628,C2,7:00,CAR / TAXI,1,CB236AX,HOME,CB30EX,WORK,535325,259321,542683,259323,33312,32752
629,C2,7:00,CAR / TAXI,1,CB225HW,HOME,CB23BJ,WORK,544175,252089,546628,258567,33093,32781
630,C2,7:00,CAR / TAXI,1,CB237XN,HOME,CB41HD,WORK,537213,259275,545511,259400,33331,32741
631,C2,7:00,CAR / TAXI,2,CB238AD,HOME,CB23BJ,WORK,539759,261025,545091,258327,33151,32772
632,C2,7:00,CAR / TAXI,1,SG85QZ,HOME,CB30EX,WORK,536113,250867,542683,259323,32947,32752
633,C2,7:00,LGV,1,HP202DJ,HOME,CB21TP,WORK,481993,214486,544775,258848,81090,32753
634,C2,7:00,CAR / TAXI,1,CM61HH,HOME,CB41YG,WORK,563098,221851,545205,259648,60679,32741
635,C2,7:00,CAR / TAXI,1,CB102AP,HOME,CB30AA,WORK,554771,238883,548676,259255,60680,42971
636,C2,7:00,CAR / TAXI,1,SG29RB,HOME,CB43NP,HOLIDAY HOME,526114,223277,544553,259954,60055,32721
637,C2,7:00,CAR / TAXI,2,CB236DG,HOME,CB30EX,WORK,533067,259727,542683,259323,33282,32752
638,C2,7:00,CAR / TAXI,1,PE196NE,HOME,CB30EX,WORK,519020,262542,542683,259323,32902,32752
639,C2,7:00,CAR / TAXI,1,CB237PW,HOME,CB20QQ,WORK,540516,258707,546120,256352,33152,32701
640,C2,7:00,CAR / TAXI,1,PE192TT,HOME,CB21DB,WORK,518524,259537,545298,258074,33181,32772
641,C2,7:00,CAR / TAXI,1,CB233GR,HOME,CB30EX,WORK,528083,263141,542683,259323,33262,32752
642,C2,7:00,CAR / TAXI,1,CB237XH,HOME,CB39AD,WORK,537163,259443,546549,255140,33332,32702
643,C2,7:00,LGV,1,SG90TB,HOME,CB30EX,WORK,529632,232101,542683,259323,30273,32752
644,C2,7:00,CAR / TAXI,1,SG40DP,HOME,CB30FZ,WORK,520148,229199,542874,258918,60030,32771
645,C2,7:00,CAR / TAXI,1,SG193DB,HOME,CB11HW,WORK,524838,254434,545976,258757,33243,32773
646,C2,7:00,CAR / TAXI,2,SG193NU,HOME,CB11PT,WORK,522743,252861,545944,258339,32941,32781
647,C2,7:00,CAR / TAXI,1,SO213PG,PERSONAL BUSINESS,CB30AZ,HOME,448772,139235,543902,259220,80749,32753
648,C2,7:00,CAR / TAXI,1,PE283JA,HOME,CB30EZ,WORK,536414,277741,543043,259478,33342,32752
649,C2,7:00,CAR / TAXI,1,PE196PY,HOME,CB58EU,WORK,518781,262352,546079,258868,32903,32773
650,C2,7:00,CAR / TAXI,2,PE196SD,HOME,CB11LY,OTHER,525824,262642,545576,257887,33232,33131
651,C2,7:00,CAR / TAXI,1,PE280HW,HOME,CB12EU,WORK,509839,267941,545552,257751,32934,33131
652,C2,7:00,CAR / TAXI,2,CB235FA,HOME,CB39DF,WORK,531946,258833,544109,257864,33283,32771
653,C2,7:00,CAR / TAXI,2,RM12AS,HOME,CB23BJ,WORK,551758,187740,545091,258327,70976,32772
654,C2,7:00,CAR / TAXI,1,CB114LB,HOME,CB43HZ,WORK,551674,236441,544293,259919,60680,32721
655,C2,7:00,CAR / TAXI,1,PE192HQ,HOME,CB30EX,WORK,518090,258559,542683,259323,33187,32752
656,C2,7:00,CAR / TAXI,2,PE291YJ,HOME,CB21HF,WORK,525329,272940,545350,257534,32862,33131
657,C2,7:00,CAR / TAXI,1,CB237XL,HOME,CB58RX,WORK,537041,259303,543689,257683,33331,32771
658,C2,7:00,CAR / TAXI,1,SG191DQ,HOME,CB21RE,WORK,516992,249907,545927,257015,31805,33132
659,C2,7:00,CAR / TAXI,1,CB237PW,HOME,CB246AZ,WORK,540516,258707,546120,256352,33152,32701
660,C2,7:00,CAR / TAXI,1,CB233PX,HOME,CB30RN,WORK,530220,257982,544307,259357,33254,32753
661,C2,7:00,CAR / TAXI,1,SP52JB,HOME,CB41YG,WORK,419694,120993,545205,259648,20007,32741
662,C2,7:00,CAR / TAXI,1,PE293RE,HOME,CB30TX,WORK,524155,271778,543260,259548,32863,32752
663,C2,7:00,CAR / TAXI,1,CO27QX,HOME,CB21TN,WORK,600020,224043,544734,258453,60648,32753
664,C2,7:00,CAR / TAXI,1,CB237QE,HOME,CB21TQ,WORK,537190,258228,544795,258657,33331,32753
665,C2,7:00,LGV,1,SG85AH,HOME,CB41XA,WORK,535432,241228,544356,254570,30901,33121
666,C2,7:30,CAR / TAXI,1,CB237NR,HOME,CB259RJ,WORK,535206,258306,549233,265289,33313,32991
667,C2,7:30,CAR / TAXI,1,CB233RN,HOME,CB30EX,WORK,528404,263593,542683,259323,33263,32752
668,C2,7:30,CAR / TAXI,1,SG87XU,HOME,CB41DA,WORK,536498,241812,545085,258253,30903,32772
669,C2,7:30,CAR / TAXI,1,TW61AP,OTHER,CB30LB,HOME,507684,175962,545545,258654,70658,32773
670,C2,7:30,CAR / TAXI,1,CM226SZ,HOME,CB41UZ,WORK,557284,220985,545301,259630,60679,32741
671,C2,7:30,CAR / TAXI,1,TN218DL,HOME,CB11BG,WORK,558408,121205,545866,258415,80382,32772
672,C2,7:30,CAR / TAXI,1,CB225AG,HOME,CB30AJ,WORK,546692,252823,546325,258908,33111,32761
673,C2,7:30,LGV,1,CB237PW,HOME,CB58PX,WORK,540516,258707,546120,256352,33152,32701
674,C2,7:30,CAR / TAXI,1,MK416EB,HOME,CB41GR,WORK,503066,252889,501173,251497,32442,32361
675,C2,7:30,CAR / TAXI,1,E176RP,HOME,CB30AP,WORK,536936,189460,544533,259283,71085,32753
676,C2,7:30,CAR / TAXI,1,SG89UN,HOME,CB30EX,WORK,535999,240079,542683,259323,30903,32752
677,C2,7:30,CAR / TAXI,1,CB226RN,HOME,CB30AJ,WORK,541147,248286,544477,259244,33092,32753
678,C2,7:30,CAR / TAXI,3,N209AX,HOME,CB30EX,WORK,527025,194640,542683,259323,71185,32752
679,C2,7:30,CAR / TAXI,1,MK443AE,HOME,CB58RE,WORK,515981,256925,548008,258702,32426,32762
680,C2,7:30,CAR / TAXI,2,CB238DA,HOME,CB30EX,WORK,538102,262080,542683,259323,33304,32752
681,C2,7:30,CAR / TAXI,1,SG85BY,HOME,CB30AP,WORK,535085,240774,544533,259283,30901,32753
682,C2,7:30,CAR / TAXI,2,CB98AA,HOME,CB30EX,WORK,567196,245514,542683,259323,60562,32752
683,C2,7:30,CAR / TAXI,2,CB227PT,HOME,CB30FZ,WORK,542595,250852,546549,255140,33092,32702
684,C2,7:30,CAR / TAXI,2,CB236EN,HOME,CB30EX,WORK,535325,259321,542683,259323,33312,32752
685,C2,7:30,CAR / TAXI,1,NG347PF,HOME,CB11PT,WORK,505804,344853,545944,258339,65004,32781
686,C2,7:30,CAR / TAXI,1,CB236EH,HOME,CB39DN,WORK,535325,259321,544072,258260,33312,32771
687,C2,7:30,CAR / TAXI,1,SG156YG,HOME,CB30FZ,WORK,519546,237414,542874,258918,31852,32771
688,C2,7:30,CAR / TAXI,1,SG87HU,HOME,CB58DH,WORK,536280,241154,544272,258045,30903,32771
689,C2,7:30,CAR / TAXI,1,CB237XJ,HOME,CB11DJ,WORK,537064,259401,545848,258529,33332,32773
690,C2,7:30,CAR / TAXI,1,CB234HX,HOME,CB28BQ,WORK,531756,263490,545810,257060,33274,33132
691,C2,7:30,CAR / TAXI,1,RM138JD,HOME,CB13DJ,WORK,552004,182836,547363,257792,70976,32711
692,C2,7:30,CAR / TAXI,2,CM111SA,HOME,CB21TN,WORK,568647,196048,544734,258453,60610,32753
693,C2,7:30,CAR / TAXI,1,CB236AX,HOME,CB30EX,WORK,535325,259321,542683,259323,33312,32752
694,C2,7:30,CAR / TAXI,4,CB236GA,HOME,CB30EX,WORK,532404,259758,542683,259323,33284,32752
695,C2,7:30,CAR / TAXI,1,CB236DQ,HOME,CB30NE,WORK,535325,259321,542980,260624,33312,33141
696,C2,7:30,CAR / TAXI,1,SG87DL,HOME,CB39EY,WORK,536120,241463,544519,257737,30903,32771
697,C2,7:30,CAR / TAXI,1,MK438PQ,HOME,CB21PY,WORK,499816,250417,504327,250244,32361,32371
698,C2,7:30,CAR / TAXI,1,MK88BE,HOME,CB30EX,WORK,482123,238983,542683,259323,81034,32752
699,C2,7:30,CAR / TAXI,1,SG85DR,HOME,CB41TP,WORK,535250,241472,544984,258457,30901,32772
700,C2,7:30,LGV,3,CM26GP,HOME,CB23BJ,WORK,573919,207719,545091,258327,60629,32772
701,C2,7:30,CAR / TAXI,1,CM234JS,HOME,CB39AA,WORK,547682,220033,544001,258876,60013,32771
702,C2,7:30,OGV 1,9,HA96HQ,HOME,CB21TN,WORK,518963,184718,544734,258453,70400,32753
703,C2,7:30,CAR / TAXI,2,CB236DQ,HOME,CB30ES,WORK,535325,259321,542980,260624,33312,33141
704,C2,7:30,CAR / TAXI,2,CB231LL,HOME,CB30EL,WORK,540338,252776,544308,257931,33091,32771
705,C2,7:30,CAR / TAXI,1,CB236AU,HOME,CB20QQ,WORK,532915,259508,546549,255140,33282,32702
706,C2,8:00,CAR / TAXI,1,CB236AS,HOME,CB30EX,WORK,532838,259474,542683,259323,33282,32752
707,C2,8:00,CAR / TAXI,2,SG86RG,HOME,CB30EX,EDUCATION,539262,247538,542683,259323,33422,32752
708,C2,8:00,CAR / TAXI,1,CB237QL,HOME,CB39LL,WORK,536651,259680,543465,257569,33332,32771
709,C2,8:00,CAR / TAXI,1,CB237GB,HOME,CB30EX,WORK,535364,258672,542683,259323,33313,32752
710,C2,8:00,CAR / TAXI,1,PE196AG,HOME,CB21AG,WORK,520324,261140,545094,257869,33233,32772
711,C2,8:00,LGV,1,CB235DZ,HOME,CB30ES,WORK,531416,259475,542794,259124,33283,32771
712,C2,8:00,CAR / TAXI,2,SG86AR,HOME,CB21NT,HOLIDAY HOME,538082,244288,545743,257409,33101,32781
713,C2,8:00,CAR / TAXI,3,CB235HT,HOME,CB28EX,EDUCATION,531806,258893,545087,256293,33283,33132
714,C2,8:00,CAR / TAXI,1,PE292JE,HOME,CB28PB,WORK,524701,270497,546101,256668,32881,32712
715,C2,8:00,CAR / TAXI,1,SG62ST,HOME,CB30EX,WORK,523004,231540,542683,259323,60028,32752
716,C2,8:00,CAR / TAXI,4,CB238TE,HOME,CB23BJ,WORK,537428,263095,545091,258327,33303,32772
717,C2,8:00,CAR / TAXI,1,SS39NU,HOME,CB30BZ,WORK,593533,186155,544326,259244,60760,32753
718,C2,8:00,CAR / TAXI,1,CB237XL,HOME,CB30AP,WORK,537041,259303,543689,257683,33331,32771
719,C2,8:00,CAR / TAXI,1,CB237XF,HOME,CB30AP,WORK,537167,259557,544533,259283,33332,32753
720,C2,8:00,CAR / TAXI,1,CB237XE,HOME,CB21NL,WORK,537521,259490,545618,257650,33332,33131
721,C2,8:00,LGV,1,PE296EB,WORK,CB30EX,WORK,523298,273044,542683,259323,32863,32752
722,C2,8:00,CAR / TAXI,1,MK439BB,HOME,CB21SU,WORK,500063,246603,544843,258543,32464,32772
723,C2,8:00,CAR / TAXI,1,SG189EL,HOME,CB30EX,WORK,514780,245293,542683,259323,31827,32752
724,C2,8:00,CAR / TAXI,2,SG86HL,HOME,CB21EP,WORK,538583,244736,545337,257650,33101,33131
725,C2,8:00,CAR / TAXI,1,CM227UG,HOME,CB30FA,WORK,552248,218576,543075,258981,60709,32771
726,C2,8:00,CAR / TAXI,1,CB235DG,HOME,CB21XL,WORK,531308,259514,546549,255140,33255,32702
727,C2,8:00,CAR / TAXI,1,PE289DU,HOME,CB23AX,WORK,529817,270605,545114,258358,32853,32772
728,C2,8:00,CAR / TAXI,2,CB237XU,HOME,CB246DL,WORK,537098,259173,547650,263125,33331,32961
729,C2,8:00,CAR / TAXI,1,SG175AN,HOME,CB30RD,WORK,515071,238955,544446,259443,60188,32753
730,C2,8:00,CAR / TAXI,1,CB237QW,HOME,CB21EW,WORK,537252,259433,545337,257650,33332,33131
731,C2,8:00,CAR / TAXI,1,CB223DY,HOME,CB41YG,WORK,548978,249988,546714,258606,32981,32781
732,C2,8:00,CAR / TAXI,1,CB237NX,HOME,CB39BB,EDUCATION,535314,258848,548902,248742,33312,32981
733,C2,8:00,CAR / TAXI,1,CB243EU,HOME,CB30EL,WORK,542499,266012,543360,259111,33011,32771
734,C2,8:00,CAR / TAXI,2,CB236DD,HOME,CB30EX,OTHER,531526,259577,542683,259323,33283,32752
735,C2,8:30,CAR / TAXI,1,CB225HY,HOME,CB30FD,WORK,544080,251864,548618,259312,33093,42971
736,C2,8:30,CAR / TAXI,3,CB235JA,HOME,CB39DN,OTHER,532122,258984,544072,258260,33282,32771
737,C2,8:30,CAR / TAXI,1,CB237DW,HOME,CB58DT,WORK,538779,256844,545881,258789,33316,32773
738,C2,8:30,CAR / TAXI,2,PE196YE,HOME,CB30EX,OTHER,518034,256851,542683,259323,32429,32752
739,C2,8:30,LGV,1,PE196TG,WORK,CB21TN,WORK,527097,259778,545115,257541,33253,33131
740,C2,8:30,CAR / TAXI,1,CB231JD,HOME,CB40WY,WORK,540619,252377,546057,256731,33091,32712
741,C2,8:30,CAR / TAXI,1,CB214PF,HOME,CB43NP,WORK,556150,244891,544553,259954,60680,32721
742,C2,8:30,CAR / TAXI,1,CB236AF,HOME,CB30EX,WORK,532292,259322,548080,255818,33282,32702
743,C2,8:30,CAR / TAXI,1,CB231YL,HOME,CB30EX,WORK,536234,253172,546708,257622,33321,32711
744,C2,8:30,CAR / TAXI,1,PE292AT,HOME,CB21NT,WORK,524756,270560,545743,257409,32881,32781
745,C2,8:30,CAR / TAXI,4,CB235EE,HOME,CB30EX,WORK,531061,259247,542683,259323,33255,32752
746,C2,8:30,CAR / TAXI,1,LA229DL,HOME,CB30NL,WORK,337565,504289,543156,260970,10002,33141
747,C2,8:30,CAR / TAXI,1,PE191QF,HOME,CB30EX,WORK,519787,260709,542683,259323,33221,32752
748,C2,8:30,CAR / TAXI,2,RM81UL,HOME,CB30WB,WORK,547470,187029,543660,258982,70495,32771
749,C2,8:30,CAR / TAXI,1,CB101NR,HOME,CB30EX,WORK,550604,243015,542683,259323,60680,32752
750,C2,8:30,CAR / TAXI,1,ME185NA,HOME,CB30FS,PERSONAL BUSINESS,565660,153566,538050,259242,80206,33331
751,C2,8:30,CAR / TAXI,1,PE275DJ,HOME,CB30ET,WORK,531415,272123,542207,259234,32842,32771
752,C2,8:30,CAR / TAXI,1,CB102AE,HOME,CB30AP,WORK,554358,238655,544533,259283,60680,32753
753,C2,8:30,CAR / TAXI,1,SG86ED,HOME,CB30AP,WORK,538421,245260,545659,256628,33101,33132
754,C2,8:30,CAR / TAXI,1,CB237XH,HOME,CB30HA,WORK,537163,259443,546549,255140,33332,32702
755,C2,8:30,CAR / TAXI,1,SG191RQ,HOME,CB30AE,WORK,517227,249921,544437,259098,31805,32753
756,C2,8:30,CAR / TAXI,1,BN71HZ,HOME,CB30DS,WORK,540913,109670,543786,259274,80370,32753
757,C2,8:30,CAR / TAXI,1,CB236BY,HOME,CB23BZ,WORK,531306,259691,545165,258404,33281,32772
758,C2,8:30,CAR / TAXI,1,SG90BD,HOME,CB30ES,WORK,542841,232538,542794,259124,60091,32771
759,C2,8:30,CAR / TAXI,1,SG86RF,HOME,CB215DZ,WORK,539466,246811,558925,265995,33422,60281
760,C2,8:30,CAR / TAXI,1,CB236BG,HOME,CB30EX,WORK,532428,259277,545115,257541,33282,33131
761,C2,8:30,CAR / TAXI,2,SG13BT,HOME,CB30HB,WORK,524151,225160,542207,259030,60114,32771
762,C2,8:30,CAR / TAXI,1,SG87EF,HOME,CB30TX,WORK,535676,240945,543260,259548,30902,32752
763,C2,8:30,CAR / TAXI,1,CM235NG,HOME,CB30EX,WORK,549407,221073,542683,259323,60015,32752
764,C2,8:30,CAR / TAXI,1,NW117PH,HOME,CB58HA,WORK,525232,187385,546325,258908,71185,32761
765,C2,8:30,CAR / TAXI,1,SG29QZ,HOME,CB30AT,WORK,526199,222952,544332,259423,60055,32753
766,C2,8:30,CAR / TAXI,2,PE275ES,WORK,CB30HB,WORK,531024,270664,542207,259030,32853,32771
767,C2,8:30,CAR / TAXI,1,CB235DX,WORK,CB30EX,WORK,531287,259440,542683,259323,33255,32752
768,C2,8:30,CAR / TAXI,1,CB259HT,HOME,CB30FS,WORK,549809,265110,538050,259242,32991,33331
769,C2,8:30,CAR / TAXI,1,WR118LZ,HOME,CB12JW,WORK,405004,249511,546184,257248,90018,33132
770,C2,9:00,CAR / TAXI,1,CB237XD,HOME,CB30FZ,WORK,537463,259524,542874,258918,33332,32771
771,C2,9:00,CAR / TAXI,1,AL100TW,HOME,CB30EX,WORK,523109,209366,542683,259323,60079,32752
772,C2,9:00,CAR / TAXI,1,CB223EF,HOME,CB30FD,WORK,548849,248223,548878,257400,60308,32713
773,C2,9:00,CAR / TAXI,1,PE196XN,VISIT FRIENDS,CB30FS,WORK,520713,256584,538050,259242,33235,33331
774,C2,9:00,CAR / TAXI,1,CB227QX,HOME,CB30SH,WORK,539439,249675,544356,254570,32949,33121
775,C2,9:00,CAR / TAXI,1,SG193JX,HOME,CB30EX,WORK,523860,252232,542683,259323,32943,32752
776,C2,9:00,CAR / TAXI,1,SG86AA,HOME,CB30EX,WORK,538194,244613,542683,259323,33101,32752
777,C2,9:00,CAR / TAXI,1,MK417YR,HOME,CB30FD,WORK,505748,252808,543016,259025,32352,32771
778,C2,9:00,CAR / TAXI,1,CB236DJ,HOME,CB30EX,SHOPPING,535325,259321,542683,259323,33312,32752
779,C2,9:00,CAR / TAXI,1,SG80SD,HOME,CB30DS,WORK,530714,244443,543786,259274,33414,32753
780,C2,9:00,CAR / TAXI,1,PE149BL,HOME,CB30ET,WORK,551608,302435,542207,259234,60443,32771
781,C2,9:00,CAR / TAXI,1,SG76HD,HOME,CB215DZ,WORK,524395,233024,551063,256362,60032,32971
782,C2,9:00,CAR / TAXI,2,CB90HZ,HOME,CB11PS,EDUCATION,567811,245503,545872,258653,60562,32773
783,C2,9:00,CAR / TAXI,1,CB223BU,HOME,CB41YG,WORK,548344,249540,546195,256393,32981,32701
784,C2,9:00,CAR / TAXI,1,CB99LD,HOME,CB30EX,WORK,566904,245798,542683,259323,60562,32752
785,C2,9:00,CAR / TAXI,1,CB233PX,HOME,CB30FZ,WORK,530220,257982,544307,259357,33254,32753
786,C2,9:00,CAR / TAXI,3,CB233LQ,HOME,CB30EX,WORK,529011,262519,542683,259323,33264,32752
787,C2,9:00,CAR / TAXI,1,CB237NU,HOME,CB30ET,WORK,534827,257002,544072,258260,33313,32771
788,C2,9:00,CAR / TAXI,1,GU290JN,HOME,CB30EX,WORK,485578,120794,542683,259323,80458,32752
789,C2,9:00,CAR / TAXI,1,SG86PU,HOME,CB23AR,REC / LEISURE,538628,247614,545306,256794,33422,33132
790,C2,9:00,CAR / TAXI,2,CB227PH,HOME,CB11PS,WORK,544067,249426,548511,256965,33092,32713
791,C2,9:00,CAR / TAXI,1,PE196DD,HOME,CB28AF,WORK,518719,261427,545306,256794,33211,33132
792,C2,9:00,CAR / TAXI,1,IP279JS,HOME,CB30ET,WORK,571358,282933,542207,259234,60535,32771
793,C2,9:00,CAR / TAXI,1,SG13LZ,HOME,CB30EX,WORK,523575,224743,542683,259323,60053,32752
794,C2,9:00,CAR / TAXI,1,SG80UA,HOME,CB30DY,WORK,527974,243940,543069,259144,33412,32771
795,C2,9:00,CAR / TAXI,4,PE192BS,HOME,CB30AP,WORK,518476,260094,544533,259283,33212,32753
796,C2,9:00,CAR / TAXI,1,SG27AZ,HOME,CB30EX,WORK,532359,225421,542683,259323,60098,32752
797,C2,9:00,CAR / TAXI,1,CB237XN,HOME,CB41ER,WORK,537213,259275,545511,259400,33331,32741
798,C2,9:00,CAR / TAXI,1,CM226AA,HOME,CB30HE,WORK,554511,227516,543094,258824,60682,32771
799,C2,9:00,CAR / TAXI,1,CB238SF,HOME,CB30HE,WORK,538474,263437,546120,256352,33303,32701
800,C2,9:00,CAR / TAXI,2,CB237GA,HOME,CB23ND,OTHER,535308,258657,545016,258485,33319,32772
801,C2,9:00,CAR / TAXI,1,NN54EF,HOME,CB58EP,WORK,472625,259718,545973,258807,65069,32773
802,C2,9:00,CAR / TAXI,1,PE166DA,HOME,CB30FZ,WORK,540159,286400,542874,258918,60336,32771
803,C2,9:00,CAR / TAXI,1,SG80LA,HOME,CB30EX,OTHER,527773,244269,542683,259323,33412,32752
804,C2,9:00,CAR / TAXI,1,CB236GT,HOME,CB30EL,WORK,532324,260082,543360,259111,33283,32771
805,C2,9:00,OGV 1,3,SE16QN,WORK,CB30EX,WORK,532354,179191,542683,259323,70315,32752
806,C2,9:00,CAR / TAXI,1,PE67DL,HOME,CB30EX,WORK,512926,305491,542683,259323,60380,32752
807,C2,9:00,CAR / TAXI,1,CB215EY,HOME,CB30FA,WORK,551943,256421,545554,257661,32971,33131
808,C2,9:00,CAR / TAXI,1,CB216AZ,HOME,CB30FZ,WORK,553352,248683,547843,254321,60308,33111
809,C2,9:00,CAR / TAXI,1,PE289NG,HOME,CB30HB,WORK,528908,266265,542207,259030,32855,32771
810,C2,9:00,CAR / TAXI,1,CB29FT,SHOPPING,CB30NG,HOME,544356,254570,556258,246991,33121,60295
811,C2,9:00,CAR / TAXI,1,CB233XY,HOME,CB30TX,WORK,528194,263015,543260,259548,33262,32752
812,C2,9:30,CAR / TAXI,1,CB233LF,WORK,CB21EW,WORK,529041,262488,545337,257650,33264,33131
813,C2,9:30,CAR / TAXI,1,CB114DA,WORK,CB43BW,WORK,553438,237286,544995,259509,60680,32741
814,C2,9:30,CAR / TAXI,1,CB235AW,HOME,CB30BZ,WORK,531843,259214,544326,259244,33283,32753
815,C2,9:30,CAR / TAXI,2,CB237QR,PERSONAL BUSINESS,CB30AG,HOME,537476,259317,544660,259023,33331,32753
816,C2,9:30,CAR / TAXI,2,SO195LJ,HOME,CB30EX,WORK,445923,112774,542683,259323,80600,32752
817,C2,9:30,CAR / TAXI,1,NN74TE,HOME,CB30ES,WORK,464263,258247,542794,259124,65027,32771
818,C2,9:30,CAR / TAXI,1,CB236DE,HOME,PE133UL,WORK,531243,259564,547493,310177,33281,60283
819,C2,9:30,CAR / TAXI,1,CB39NS,HOME,CB23BJ,SHOPPING,543074,255649,545091,258327,33162,32772
820,C2,9:30,CAR / TAXI,1,HP180LF,HOME,CB30EX,OTHER,474332,216773,542683,259323,81099,32752
821,C2,9:30,CAR / TAXI,1,CB237DE,HOME,CB42ED,OTHER,538721,256525,545540,257626,33316,33131
822,C2,9:30,CAR / TAXI,1,MK403PL,HOME,CB30EX,WORK,505486,249810,542683,259323,32382,32752
823,C2,9:30,CAR / TAXI,1,CB236EP,HOME,CB11PN,WORK,535325,259321,545626,258265,33312,32772
824,C2,9:30,CAR / TAXI,1,SG86AE,HOME,CB41AX,WORK,538011,244734,545819,259794,33101,32741
825,C2,9:30,CAR / TAXI,1,CB237AN,HOME,CB30FA,WORK,536658,259616,543075,258981,33332,32771
826,C2,9:30,CAR / TAXI,1,CB236BL,HOME,CB43BW,WORK,531900,259400,545887,256889,33283,33132
827,C2,9:30,CAR / TAXI,3,PE192DE,HOME,CB12JW,WORK,518886,259802,546549,255140,33192,32702
828,C2,9:30,CAR / TAXI,1,CB235JA,HOME,CB30DF,WORK,532122,258984,544072,258260,33282,32771
829,C2,9:30,CAR / TAXI,1,CB232UG,HOME,CB30HE,WORK,530955,255659,543094,258824,32945,32771
830,C2,9:30,CAR / TAXI,2,SG85QU,HOME,CB58HE,SHOPPING,536190,249877,546411,258889,32948,32761
831,C2,9:30,CAR / TAXI,2,PE197QT,HOME,CB30EX,SHOPPING,517196,260820,542683,259323,33202,32752
832,C2,9:30,CAR / TAXI,3,SN169QS,HOME,CB30EX,EDUCATION,402525,190934,542683,259323,20004,32752
